date,region,product,quantity,price
2026-05-25,Asia Pacific,Textiles,202,360.95
2026-05-25,Asia Pacific,Industrial Machinery,204,4770.57
2026-05-25,Latin America,Textiles,206,332.04
2026-05-25,Middle East,Textiles,189,353.21
2026-05-25,Middle East,Chemicals,203,1315.7
2026-05-25,Middle East,Agricultural Produce,191,156.65
2026-05-26,North America,Electronics,197,726.21
2026-05-26,North America,Chemicals,207,1257.72
2026-05-26,Europe,Electronics,206,797.82
2026-05-26,Europe,Textiles,209,322.26
2026-05-26,Europe,Chemicals,197,1094.25
2026-05-26,Asia Pacific,Industrial Machinery,209,5171.66
2026-05-26,Asia Pacific,Textiles,217,371.06
2026-05-26,Latin America,Textiles,207,344.61
2026-05-26,Latin America,Chemicals,203,1264.23
2026-05-26,Latin America,Electronics,219,724.94
2026-05-26,Middle East,Industrial Machinery,195,5239.71
2026-05-27,North America,Textiles,208,322.31
2026-05-27,North America,Chemicals,197,1260.91
2026-05-27,North America,Industrial Machinery,218,5077.64
2026-05-27,Europe,Industrial Machinery,201,4743.52
2026-05-27,Asia Pacific,Electronics,199,741.97
2026-05-27,Asia Pacific,Textiles,198,332.0
2026-05-27,Latin America,Electronics,208,802.9
2026-05-27,Latin America,Textiles,209,341.31
2026-05-27,Middle East,Agricultural Produce,202,142.87
2026-05-28,North America,Agricultural Produce,199,135.26
2026-05-28,Europe,Industrial Machinery,219,4739.15
2026-05-28,Asia Pacific,Industrial Machinery,201,5077.41
2026-05-28,Asia Pacific,Textiles,205,336.85
2026-05-28,Latin America,Chemicals,210,1287.02
2026-05-28,Latin America,Electronics,190,848.56
2026-05-28,Latin America,Agricultural Produce,212,141.41
2026-05-28,Middle East,Textiles,214,349.0
2026-05-29,North America,Chemicals,217,1217.65
2026-05-29,North America,Textiles,195,341.62
2026-05-29,North America,Agricultural Produce,217,149.55
2026-05-29,Europe,Textiles,215,374.47
2026-05-29,Asia Pacific,Electronics,212,859.37
2026-05-29,Latin America,Chemicals,203,1265.39
2026-05-29,Latin America,Textiles,201,354.5
2026-05-29,Latin America,Industrial Machinery,212,4825.66
2026-05-29,Middle East,Chemicals,210,1232.41
2026-05-30,North America,Chemicals,167,1251.28
2026-05-30,North America,Textiles,148,378.46
2026-05-30,North America,Agricultural Produce,149,164.21
2026-05-30,Europe,Agricultural Produce,153,159.42
2026-05-30,Europe,Industrial Machinery,168,5259.69
2026-05-30,Europe,Electronics,146,862.66
2026-05-30,Asia Pacific,Chemicals,145,1146.48
2026-05-30,Latin America,Industrial Machinery,144,5159.85
2026-05-30,Middle East,Electronics,149,818.26
2026-05-30,Middle East,Textiles,161,359.54
2026-05-31,North America,Electronics,168,732.62
2026-05-31,North America,Chemicals,146,1188.06
2026-05-31,Europe,Textiles,148,335.62
2026-05-31,Europe,Agricultural Produce,171,153.4
2026-05-31,Europe,Chemicals,153,1261.81
2026-05-31,Asia Pacific,Textiles,167,326.92
2026-05-31,Latin America,Textiles,144,339.28
2026-05-31,Middle East,Electronics,149,811.65
2026-05-31,Middle East,Industrial Machinery,161,5046.44
2026-06-01,North America,Industrial Machinery,209,5182.7
2026-06-01,North America,Electronics,199,788.6
2026-06-01,North America,Textiles,218,339.31
2026-06-01,Europe,Textiles,212,341.01
2026-06-01,Asia Pacific,Chemicals,195,1084.45
2026-06-01,Asia Pacific,Industrial Machinery,222,4864.17
2026-06-01,Asia Pacific,Agricultural Produce,215,145.71
2026-06-01,Latin America,Industrial Machinery,204,4540.39
2026-06-01,Middle East,Industrial Machinery,206,4978.06
2026-06-01,Middle East,Chemicals,214,1295.27
2026-06-01,Middle East,Agricultural Produce,221,151.35
2026-06-02,North America,Industrial Machinery,207,4703.82
2026-06-02,Europe,Industrial Machinery,203,4995.24
2026-06-02,Europe,Textiles,210,334.92
2026-06-02,Asia Pacific,Chemicals,217,1319.33
2026-06-02,Asia Pacific,Industrial Machinery,213,4526.67
2026-06-02,Latin America,Electronics,216,870.38
2026-06-02,Middle East,Industrial Machinery,211,5409.62
2026-06-02,Middle East,Chemicals,215,1291.45
2026-06-02,Middle East,Textiles,208,357.35
2026-06-03,North America,Electronics,219,825.21
2026-06-03,North America,Industrial Machinery,212,4685.64
2026-06-03,Europe,Agricultural Produce,199,156.55
2026-06-03,Europe,Electronics,204,777.31
2026-06-03,Asia Pacific,Textiles,221,369.8
2026-06-03,Asia Pacific,Electronics,221,807.35
2026-06-03,Latin America,Electronics,219,858.65
2026-06-03,Latin America,Agricultural Produce,220,155.07
2026-06-03,Latin America,Chemicals,199,1216.97
2026-06-03,Middle East,Industrial Machinery,205,4820.74
2026-06-04,North America,Textiles,217,352.35
2026-06-04,North America,Chemicals,213,1269.58
2026-06-04,North America,Industrial Machinery,219,4958.01
2026-06-04,Europe,Electronics,218,726.29
2026-06-04,Europe,Textiles,220,332.54
2026-06-04,Europe,Agricultural Produce,202,146.68
2026-06-04,Asia Pacific,Industrial Machinery,213,5349.42
2026-06-04,Latin America,Agricultural Produce,221,148.95
2026-06-04,Middle East,Agricultural Produce,199,164.21
2026-06-04,Middle East,Textiles,222,356.46
2026-06-04,Middle East,Chemicals,201,1107.21
2026-06-05,North America,Agricultural Produce,196,153.9
2026-06-05,Europe,Chemicals,198,1189.43
2026-06-05,Asia Pacific,Industrial Machinery,199,4761.19
2026-06-05,Asia Pacific,Textiles,206,376.21
2026-06-05,Latin America,Textiles,205,369.4
2026-06-05,Middle East,Textiles,206,342.12
2026-06-05,Middle East,Industrial Machinery,214,5278.87
2026-06-05,Middle East,Agricultural Produce,201,142.99
